title,link,channel,views,time_published,snippet,verified_badge,extensions,file_path
The Gods Finds A Newborn | Bighnaharta Shree Ganesh - Ep 19 | Full Episode | 19 May 2022,https://www.youtube.com/watch?v=9Gnt6CVjkE0,"{'channel_name': 'Sony AATH', 'channel_link': 'https://www.youtube.com/c/sonyaath'}",31K views,6 days ago,Episode 19: The Gods Finds A Newborn ------------------- The Gods find a newborn whose head is pointing towards the south.,True,New,26_05_2022-03_07_37-opus technology-partho.csv
"TF2 is Valve's most successful game, and it deserves better!",https://www.youtube.com/watch?v=xtlEjsFLt24,"{'channel_name': 'OldSchoolTF2', 'channel_link': 'https://www.youtube.com/c/OldSchoolTF2'}",3.5K views,1 day ago,"TF2 is Valve's magnum opus, their most significant and important work of art. There's no denying this. And it deserves better than ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
NSW Police Force have executed 29 search warrants and arrested 18 people in drug syndicate | 7NEWS,https://www.youtube.com/watch?v=POjs9NJmOuM,"{'channel_name': '7NEWS Australia', 'channel_link': 'https://www.youtube.com/c/7news'}",11K views,2 days ago,"NSW Police Force investigators have executed 29 search warrants and arrested 18 people, as part of the resolution to a 10-month ...",True,New,26_05_2022-03_07_37-opus technology-partho.csv
qhia mloog xov tooj cua thiab xov xwm huab cua,https://www.youtube.com/watch?v=wco21QlVTIE,"{'channel_name': 'Kuamlauj XovtoojCua', 'channel_link': 'https://www.youtube.com/c/KuamlaujXovtoojCua'}",117 views,5 days ago,,,New,26_05_2022-03_07_37-opus technology-partho.csv
Steam Deck Quickie: Transfer Files From PC to Deck with SSH (Under 3 Minutes!) - Reupload,https://www.youtube.com/watch?v=Cb1U0_KbtLQ,"{'channel_name': 'MonroeWorld', 'channel_link': 'https://www.youtube.com/c/MonroeWorldYT'}",132 views,3 days ago,"This version has audio :) SSH allows you to not only remote ""shell"" to your Steam Deck from another device, but allows you to ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Music On Hold from Marlin Communications,https://www.youtube.com/watch?v=vBdDm87qkSA,"{'channel_name': 'Marlin Communications', 'channel_link': 'https://www.youtube.com/channel/UCeZHCyryfFqkoqlZ2bXDw2Q'}",2 views,2 weeks ago,Useful Links: Marlin Communications Web - www.marlincomms.co.uk About Marlin Communications Marlin Communications is an ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Sankashti Chaturthi | Vighnaharta Ganesh - Ep 264 | Full Episode | 17 May 2022,https://www.youtube.com/watch?v=iRg8F1yJ52Y,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",22K views,8 days ago,Episode 264: Sankashti Chaturthi ----------------------------------------------- Maa Kaushiki makes Ganesh understand the consequence ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
Exploring the Bottom: Return of the Deviant,https://www.youtube.com/watch?v=2z2mFH_GL24,"{'channel_name': 'Bioman 12', 'channel_link': 'https://www.youtube.com/channel/UC1tEdJ9h4Ob8VTr2qago0Tw'}",14 views,Streamed 9 days ago,Stories will be read Story 1: https://www.deviantart.com/invaderika/art/ORIGIN-CREEPYPASTA-Death-of-a-Butler-555131285 ...,,,26_05_2022-03_07_37-opus technology-partho.csv
CM Jagan Lays Foundation Stone for Greenko Electrical Project - TV9,https://www.youtube.com/watch?v=0TePQSn9tt8,"{'channel_name': 'TV9 Telugu Live', 'channel_link': 'https://www.youtube.com/c/tv9telugulive'}",6.2K views,9 days ago,#CMYSJagan #GreencoPowerProject #Kurnool.,True,,26_05_2022-03_07_37-opus technology-partho.csv
Shahjalal University of Science and Technology(SUST),https://www.youtube.com/watch?v=MqUyd6dRJxY,"{'channel_name': 'TrUe TipS', 'channel_link': 'https://www.youtube.com/c/TrUeTipS17'}",46K views,3 years ago,Shahjalal University of Science and Technology(SUST) শাহজালাল বিজ্ঞান ও প্রযুক্তি ...,,,26_05_2022-03_07_37-opus technology-partho.csv
DEMO: Modern MRO procurement,https://www.youtube.com/watch?v=131DcgYt3I8,"{'channel_name': 'OpusCapita', 'channel_link': 'https://www.youtube.com/user/OpusCapita'}",105 views,1 year ago,"Make searching, finding, and requisitioning spare parts easy for maintenance, while ensuring that agreed terms and conditions ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Ganesh In Agony | Vighnaharta Ganesh - Ep 277 | Full Episode | 23 May 2022,https://www.youtube.com/watch?v=85n0j-YuEXY,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",22K views,2 days ago,"Episode 277: Ganesh In Agony ----------------------------------------------- After defeating the fire monster, a piece of molten lava has got ...",True,New,26_05_2022-03_07_37-opus technology-partho.csv
Graduate Commencement and Doctoral Hooding Ceremony,https://www.youtube.com/watch?v=IXdQ1QHBmjQ,"{'channel_name': 'Lehigh University', 'channel_link': 'https://www.youtube.com/c/LehighU'}",2.1K views,Streamed 3 days ago,,True,New,26_05_2022-03_07_37-opus technology-partho.csv
Jordan Maxwell: The Secret Symbolism of the Sun!... The Greatest Story Ever Told,https://www.youtube.com/watch?v=IKkze9oxBHs,"{'channel_name': 'Zohar StarGate Ancient Discoveries', 'channel_link': 'https://www.youtube.com/c/ZoharStarGateAncientDiscoveries'}",21K views,5 days ago,"All content on this channel is licensed, and or produced by Zohar Entertainment Group/Awakening Expo/Phenomena Magazine.",True,New,26_05_2022-03_07_37-opus technology-partho.csv
4 NEW Teslas CONFIRMED for 2023,https://www.youtube.com/watch?v=pYMmMSlF3Cs,"{'channel_name': 'TMIO Tesla', 'channel_link': 'https://www.youtube.com/c/TMIOTesla'}",31K views,3 days ago,"Disclaimer: We are not financial advisers, and nothing on this channel is meant to be financial advice. The ideas expressed on ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Magnifying visibility in the Manufacturing Process with RTLS (Location Innovation Event 2021),https://www.youtube.com/watch?v=ZSN6N7Bvrzc,"{'channel_name': 'Quuppa Oy', 'channel_link': 'https://www.youtube.com/c/Quuppa'}",57 views,10 months ago,This is one of the recorded sessions of Location Innovation 2021 (Quuppa Virtual Event). You can other videos from the exclusive ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Life after _nology - where coding skills can take you...,https://www.youtube.com/watch?v=xJRNhKWHbe4,"{'channel_name': 'Opus Talent Solutions', 'channel_link': 'https://www.youtube.com/channel/UCbLVM22o1mdiBP5bPVom2sw'}",No views,17 hours ago,"Abdul, one of our UK students, shares an insight into why he chose _nology, the changes it's made to his career and personal ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Life after _nology - where coding skills can take you...,https://www.youtube.com/watch?v=2hPIDHAtyn0,"{'channel_name': 'Opus Talent Solutions', 'channel_link': 'https://www.youtube.com/channel/UCbLVM22o1mdiBP5bPVom2sw'}",No views,17 hours ago,"Ami, one of our UK students, shares an insight into why she chose _nology, the changes it's made to her career and personal ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Life after _nology - where coding skills can take you...,https://www.youtube.com/watch?v=e5He_3W6tHQ,"{'channel_name': 'Opus Talent Solutions', 'channel_link': 'https://www.youtube.com/channel/UCbLVM22o1mdiBP5bPVom2sw'}",No views,17 hours ago,"Helen, one of our UK students, shares an insight into why she chose _nology, the changes it's made to her career and personal ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
New DEX on Optimism - VELODROME Finance,https://www.youtube.com/watch?v=GeXWwp9gkhM,"{'channel_name': 'Subli', 'channel_link': 'https://www.youtube.com/channel/UCemNHwJvgrCM2sQmn80_fKw'}",193 views,1 day ago,"In this video, i'll present the new DEX that will be deployed on OPTIMISM, VELODROME FINANCE. Velodrome has been ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Dana Leong | Moon River | Official Music Video,https://www.youtube.com/watch?v=dqRT5lsK43k,"{'channel_name': 'Dana Leong Music', 'channel_link': 'https://www.youtube.com/channel/UCNfRIuQUiVYXH4NeZpqES3Q'}",28K views,5 days ago,"During a three-week trip to Japan finalizing a four-year buildout of multimedia “Studio Comme a Tu”, borders suddenly close, ...",True,New,26_05_2022-03_07_37-opus technology-partho.csv
The Birth Of Mangal | Vighnaharta Ganesh - Ep 270 | Full Episode | 20 May 2022,https://www.youtube.com/watch?v=qjRblAU_Qqs,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",18K views,5 days ago,Episode 270: The Birth Of Mangal ----------------------------------------------- Everyone at Kailash embraces Bhom as a part of their family ...,True,New,26_05_2022-03_07_37-opus technology-partho.csv
YVENERT EN DIRECT - 24 MAI 2022,https://www.youtube.com/watch?v=EzOIBR8FoYU,"{'channel_name': 'RSF EN DIRECT HAITI', 'channel_link': 'https://www.youtube.com/channel/UCs3volmv6_4nMDg_NCnE5qw'}",3K views,Streamed 1 day ago,,,New,26_05_2022-03_07_37-opus technology-partho.csv
Insane Moments | Dana Leong CRO | Black & White | BMW JazzOpen,https://www.youtube.com/watch?v=Zd3C499ecZU,"{'channel_name': 'Dana Leong Music', 'channel_link': 'https://www.youtube.com/channel/UCNfRIuQUiVYXH4NeZpqES3Q'}",9.6K views,8 days ago,This is my life. I always knew this song would be played in an arena. Never forget of what you are capable! Dana Leong feat ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
Let's Play | CITIZEN SLEEPER | Escape In A Decaying Cyborg Body | EP 1,https://www.youtube.com/watch?v=Zc3pTnTffp0,"{'channel_name': 'Altairyan', 'channel_link': 'https://www.youtube.com/channel/UCD9vccCBxh4ZI4pXdFyaxvg'}",36 views,1 day ago,"Space, cyborgs, hacking, drones, bounties, survival... All the good stuff. Other Playlists [ Story Emotional] OPUS: Echo of starsong: ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
ODH 74: New Technologies applied to Mineral Exploration - Research Exchange,https://www.youtube.com/watch?v=5K0dcfV6hAQ,"{'channel_name': 'Ore Deposits Hub', 'channel_link': 'https://www.youtube.com/channel/UCC0pIw0OxeJsnLMJbH_9n0A'}",1.6K views,Streamed 1 year ago,New Technologies applied to Mineral Exploration (Research Exchange) 1. Fernando Fonseca (UniSA) - Paving the way to ...,,,26_05_2022-03_07_37-opus technology-partho.csv
How to Tap Into Our True Power and Banish Fear for GOOD w/Stephen Sedmak | The Jay Campbell Podcast,https://www.youtube.com/watch?v=uj73JwUnFuE,"{'channel_name': 'Jay Campbell', 'channel_link': 'https://www.youtube.com/c/JayCampbell333'}",297 views,2 days ago,"To become a member of the ULTIMATE online group experience, The ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
Sri Ganesh's Wraths | Vighnaharta Ganesh - Ep 275 | Full Episode | 22 May 2022,https://www.youtube.com/watch?v=PV5zgM6q8xQ,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",20K views,3 days ago,Episode 275: Sri Ganesh's Wraths ----------------------------------------------- Ganesh appears before Subodh as Gyanari is about to kill ...,True,New,26_05_2022-03_07_37-opus technology-partho.csv
Parvati Asks Mahadev To Bring Ganesh | Bighnaharta Shree Ganesh - Ep 17 | Full Episode|17 May 2022,https://www.youtube.com/watch?v=Yam1n3s3w7k,"{'channel_name': 'Sony AATH', 'channel_link': 'https://www.youtube.com/c/sonyaath'}",38K views,8 days ago,Episode 17: Parvati Asks Mahadev To Bring Ganesh ------------------- The Gods fear that Parvati's Rudra Roop will bring only ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
Live Stream with Matthew Fox on Theology of Creation,https://www.youtube.com/watch?v=DxxVsJrykM8,"{'channel_name': 'New Thinking Allowed with Jeffrey Mishlove', 'channel_link': 'https://www.youtube.com/c/NewThinkingAllowed'}",2.3K views,Streamed 3 days ago,"Matthew Fox is a spiritual theologian, an Episcopal priest and an activist for gender justice and eco-justice. He has written 37 ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
"Exploring RTLS in Industry 4.0 - Use cases, Challenges & Future - (Location Innovation 2021)",https://www.youtube.com/watch?v=P-1uQuOmI6M,"{'channel_name': 'Quuppa Oy', 'channel_link': 'https://www.youtube.com/c/Quuppa'}",229 views,10 months ago,This is one of the recorded sessions of Location Innovation 2021 (Quuppa Virtual Event). You can watch other videos from the ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Demo model SITOP PSU6200 + SEL1200 – High inrush current,https://www.youtube.com/watch?v=Z7dlNvmgVvg,"{'channel_name': 'Siemens', 'channel_link': 'https://www.youtube.com/c/Siemens'}",523 views,1 year ago,This is part 2 of the virtual demo model and contains the event of high inrush current and sequential switching on. The demo ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
"136 - Mike Ricksecker - Exploring our connected universe - Shadow Beings, & The Alaskan Triangle",https://www.youtube.com/watch?v=RMgKIS5lSVo,"{'channel_name': 'Expanding Reality', 'channel_link': 'https://www.youtube.com/channel/UCBrATGSZs2m-1-30_9VHPHw'}",136 views,6 days ago,"Thank you for watching! Expand Your Experience and Check out the Video conversations, ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
International financial Management Full Revision CA Final SFM New and Old Course,https://www.youtube.com/watch?v=rE0JVR0Nm1I,"{'channel_name': 'PAVAN SIR SFM CLASSES', 'channel_link': 'https://www.youtube.com/c/CAPAVANKARMELE'}",84K views,1 year ago,Notes https://drive.google.com/drive/folders/1tS_UdiPnJ7wF3W_WJ4KCHDqN3SjK5PHU?usp=sharing Question Of International ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Rumi Recitations: A Spiritual Insight on Song of the Flute (Part 3),https://www.youtube.com/watch?v=CO5OmonTKw4,"{'channel_name': 'Dr. Ahmad Raza', 'channel_link': 'https://www.youtube.com/c/DrAhmadRaza'}",No views,13 hours ago,This brand new series is based on the Masnavi of Mevlana Rumi and Recitations of its Poetry along with the Interpretations and ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
OpenPOWER Cores and OpenCAPI | Dr Peter Hofstee | IBM & TU Delft,https://www.youtube.com/watch?v=VdUBclVQbp0,"{'channel_name': 'OpenPOWER AI , Cloud Virtual University', 'channel_link': 'https://www.youtube.com/c/OpenPOWERAICloudVirtualUniversity'}",26 views,5 months ago,Dr. Peter Hofstee from IBM and TU Delft has delivered his speech on OpenPOWER Cores and OpenCAPI.,,,26_05_2022-03_07_37-opus technology-partho.csv
"Jund Midrange - Standard Magic Arena Deck - May 23rd, 2022",https://www.youtube.com/watch?v=ta6SVmwKt2U,"{'channel_name': 'Jeff Hoogland', 'channel_link': 'https://www.youtube.com/c/JeffHoogland'}",2.4K views,2 days ago,"Deck 1 Forest 1 Duress 1 Shatterskull Smashing 2 Cragcrown Pathway 2 Valki, God of Lies 4 Esika's Chariot 4 Blightstep ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
10 Video Game Sequels That DESTROY What Went Before,https://www.youtube.com/watch?v=xOxHVAugAh0,"{'channel_name': 'WhatCulture Gaming', 'channel_link': 'https://www.youtube.com/c/WhatCultureGaming'}",77K views,6 days ago,,True,New,26_05_2022-03_07_37-opus technology-partho.csv
“My experience in semiconductor manufacturing” - Meet the YP: Dr. Sabih U Omar,https://www.youtube.com/watch?v=qgWaLlfssy8,"{'channel_name': 'IEEE YP Bangladesh', 'channel_link': 'https://www.youtube.com/c/IEEEYPBangladesh'}",182 views,1 year ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Nordhavn 68,https://www.youtube.com/watch?v=jHi8arRfBC4,"{'channel_name': 'Neon Cab', 'channel_link': 'https://www.youtube.com/c/NeonCab'}",2.3K views,5 days ago,,,New,26_05_2022-03_07_37-opus technology-partho.csv
Creating our Living Network: Calling all amazing Product and Software Engineers,https://www.youtube.com/watch?v=vG5lfTy7avA,"{'channel_name': 'Optus Corporate Affairs', 'channel_link': 'https://www.youtube.com/channel/UCYsVHRqkIY9PT67I9v5wkfA'}",109 views,11 months ago,"At Optus, we're revolutionising the way our customers interact with our network. We're building a Living Network, that changes ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Mouse looping #shorts,https://www.youtube.com/shorts/BSsSZaDwayw,"{'channel_name': 'MOON', 'channel_link': 'https://www.youtube.com/channel/UCCKL3QGB3-mZjRfxJhVXXrw'}",117K views,6 days ago,,,New,26_05_2022-03_07_37-opus technology-partho.csv
Toccata - Michelle Leclerc (Infinity 367 Organ Music Video),https://www.youtube.com/watch?v=kHie8B567Fw,"{'channel_name': 'Rodgers Organs', 'channel_link': 'https://www.youtube.com/user/RodgersOrgans'}",1.6K views,7 days ago,"MEET THE FUTURE OF ORGANS – THE INFINITY SERIES 367 and 489 Please enjoy ""Toccata"" by Michelle Leclerc, performed ...",,4K,26_05_2022-03_07_37-opus technology-partho.csv
How Telecom Operators Harness BSS Innovation to Accelerate Business Success,https://www.youtube.com/watch?v=li2lPuC7Og0,"{'channel_name': 'Optiva', 'channel_link': 'https://www.youtube.com/channel/UC4dnqM2XNpNhEKN9VlXL-hw'}",179 views,4 months ago,"Total Telecom caught up with Matt Halligan, CTO of Optiva to discuss cloud technology advantages, 5G growth opportunities, ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Demo model SITOP PSU6200 + SEL1200 - Introduction,https://www.youtube.com/watch?v=lXwKxiubFiA,"{'channel_name': 'Siemens', 'channel_link': 'https://www.youtube.com/c/Siemens'}",261 views,8 months ago,This is part 1 of the virtual demo model and contains an introduction. The demo model is a simulation of a real model and shows ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
Demo model SITOP PSU6200 + SEL1200 – High inrush current,https://www.youtube.com/watch?v=llGlQpKKq1w,"{'channel_name': 'Siemens', 'channel_link': 'https://www.youtube.com/c/Siemens'}",221 views,8 months ago,This is part 2 of the virtual demo model and contains the event of high inrush current and sequential switching on. The demo ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
#1496 Ten Things About Theodore Roosevelt (Part One),https://www.youtube.com/watch?v=3mu13VgP2TY,"{'channel_name': 'The Thomas Jefferson Hour', 'channel_link': 'https://www.youtube.com/c/TheThomasJeffersonHour'}",29 views,12 hours ago,"Clay Jenkinson and Lindsay Chervinsky discuss Theodore Roosevelt's accomplishments and his shortcomings, including his ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
How A PETTY Dispute With a Top Radio Station KEPT A 80s Classic From Going to #1 | Professor Of Rock,https://www.youtube.com/watch?v=c7md44cvCYs,"{'channel_name': 'Professor of Rock', 'channel_link': 'https://www.youtube.com/c/ProfessorofRock'}",43K views,6 days ago,In a year of blockbuster albums songs and artists the English synth domino Howard Jones Quietly released his sophomore album ...,True,New,26_05_2022-03_07_37-opus technology-partho.csv
TUC Researcher's Night 2020: Opto-Electronics,https://www.youtube.com/watch?v=hdTsDP54NwA,"{'channel_name': 'Technical University of Crete', 'channel_link': 'https://www.youtube.com/c/TUofCrete'}",141 views,1 year ago,Electronics Lab School of Electrical and Computer Engineering --------------------------------------------- Technical University of Crete ...,,,26_05_2022-03_07_37-opus technology-partho.csv
RRR मूवी से जुड़ी 10 अनोखी बातें||#shorts#fact,https://www.youtube.com/watch?v=iU_eyvocNRM,"{'channel_name': 'NXT LEVEL ANUBHAV', 'channel_link': 'https://www.youtube.com/channel/UCLniX8LNC-FIUWVvvhO_e1Q'}",3 views,2 days ago,0:01/0:59 Description RRR मूवी से जुड़ी 10 गजब बातें | Facts About RRR Movie | Top 10 Facts About RRR ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
पुष्पा मूवी से जुड़ी 10 गजब बातें||#shorts,https://www.youtube.com/shorts/r1j4ssBwvJ8,"{'channel_name': 'NXT LEVEL ANUBHAV', 'channel_link': 'https://www.youtube.com/channel/UCLniX8LNC-FIUWVvvhO_e1Q'}",2 views,2 days ago,0:01/0:59 Description RRR मूवी से जुड़ी 10 गजब बातें | Facts About RRR Movie | Top 10 Facts About RRR ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
OUR BIG VAN LIFE UPDATE 🔥 (& super cool unboxing),https://www.youtube.com/watch?v=WwObD_BSjeE,"{'channel_name': 'Allie & Dan', 'channel_link': 'https://www.youtube.com/c/AllieDanRoadLifeBlueprint'}",3.2K views,3 days ago,www.morus.com | Morus Zero Ultra-Fast Countertop Tumble Dryer For Any Home! We have a huge travel plan announcement for ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
The Pillars of Duality and Biblical Concepts Examined,https://www.youtube.com/watch?v=wvel6zo-Fzs,"{'channel_name': 'The End - TrumpetforYahweh', 'channel_link': 'https://www.youtube.com/channel/UCsTOHnO_eLDewAPVyv5uoCA'}",4 views,6 hours ago,"The pillars of opposites can be seen in some Biblical concepts such as Father God and Mother Earth, where Christ being God the ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
The Pillars of Duality and Biblical Concepts Examined,https://www.youtube.com/watch?v=NCziFgnLcbk,"{'channel_name': 'Shane Caldeira Has 2 Strikes', 'channel_link': 'https://www.youtube.com/channel/UCO6Rxb_vvPW2xv44ekLDi_A'}",8 views,6 hours ago,"The pillars of opposites can be seen in some Biblical concepts such as Father God and Mother Earth, where Christ being God the ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
THE LONGEST SOLAR GENERATOR REVIEW EVER BUT WORTH IT - THE OUPES 1800 PORTABLE POWER STATION,https://www.youtube.com/watch?v=7xce647vNJE,"{'channel_name': 'Alaska Prepper', 'channel_link': 'https://www.youtube.com/c/AlaskaPrepper'}",8.4K views,8 days ago,THE LONGEST SOLAR GENERATOR REVIEW EVER BUT WORTH IT - THE OUPES 1800 PORTABLE POWER STATION ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
ISE 2022: Optoma Demos Second-Generation 5-Series IFPD Display With Real-Time Collaboration,https://www.youtube.com/watch?v=AODpCvLH25A,"{'channel_name': 'rAVe [PUBS]', 'channel_link': 'https://www.youtube.com/c/ravepubs'}",32 views,8 days ago,ISE 2022: Optoma Demos Second-Generation 5-Series IFPD Display With Real-Time Collaboration.,,,26_05_2022-03_07_37-opus technology-partho.csv
PSC2021 - Photonic Reservoir Computing using Silicon Chips - Peter Bienstman,https://www.youtube.com/watch?v=mUlJa2AiT4k,"{'channel_name': 'Photonics Research Group - UGent-imec', 'channel_link': 'https://www.youtube.com/c/PhotonicsResearchGroupUGentimec'}",818 views,7 months ago,Talk by prof. Peter Bienstman on Photonic Reservoir Computing using Silicon Chip at Photonics in Switching and Computing ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Episode 11: Mark Frohnmayer - The Founder,https://www.youtube.com/watch?v=EuFckp9ZVV8,"{'channel_name': 'Arcimoto', 'channel_link': 'https://www.youtube.com/c/arcimoto'}",2.2K views,3 days ago,"Arcimoto CEO and Founder Mark Frohnmayer finally gets around to sitting down with the Third Wheel crew to discuss games, ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
NeedOne|150 Count Electric Cigar Humidor |Spanish Cedar Shelves | #leemack912 Review (S08 E47),https://www.youtube.com/watch?v=RsHWQK4QmXI,"{'channel_name': 'LeeMack912 McClain', 'channel_link': 'https://www.youtube.com/c/LeanderMcclain'}",1K views,5 days ago,This unit comes with 0.8 cu. ft of storage for up to 150 cigars. And it has a built-in fan that keeps air circulating and can be set to ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
Ganesh's Anger | Vighnaharta Ganesh - Ep 267 | Full Episode | 18 May 2022,https://www.youtube.com/watch?v=1pkkpsP8ZUg,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",18K views,7 days ago,Episode 267: Ganesh's Anger ----------------------------------------------- Ganesh slays the demon in an enraged state.,True,,26_05_2022-03_07_37-opus technology-partho.csv
The 15 Hour Game that took me 19 MONTHS TO FINISH | Dishonored Retrospective,https://www.youtube.com/watch?v=iJ-nmiM6EVY,"{'channel_name': 'MertKayKay', 'channel_link': 'https://www.youtube.com/c/MertKayKay'}",6K views,5 days ago,I wrote this as a bit of catharsis after finally finishing a game that plagued my list for the better part of two years. Dishonored is ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
Harry Mack Live Chat Freestyle | Wordplay Wednesday #91,https://www.youtube.com/watch?v=qYsphCyhG00,"{'channel_name': 'Harry Mack', 'channel_link': 'https://www.youtube.com/channel/UC59ZRYCHev_IqjUhremZ8Tg'}",74K views,Streamed 7 days ago,"Throw your words in the chat, and I'll spit them in a live rap! #HarryMack #Freestyle #Live JOIN THE PATREON FAMILY ...",True,,26_05_2022-03_07_37-opus technology-partho.csv
OP/TECH USA Warehouse & Industrial Products,https://www.youtube.com/watch?v=8wjrGNVkt4Y,"{'channel_name': 'optechusa', 'channel_link': 'https://www.youtube.com/user/optechusa'}",20 views,1 month ago,"As an approved supplier to the world's largest distributors, OP/TECH USA realizes the importance of having the best designs for ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Edit capcut dj baby opus-family friendly,https://www.youtube.com/shorts/MQAekS5-SCY,"{'channel_name': 'emmy mymynami', 'channel_link': 'https://www.youtube.com/channel/UCcyPXeUHsqibdvHrQPeMEaw'}",11 views,1 year ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
The Pillars of Duality And Biblical Concepts Examined,https://www.youtube.com/watch?v=1FYpDn0U-eY,"{'channel_name': 'Trumpet For Yahweh', 'channel_link': 'https://www.youtube.com/channel/UCQGcjO5-D1J6Rh_rqKFGdCA'}",8 views,6 hours ago,"The pillars of opposites can be seen in some Biblical concepts such as Father God and Mother Earth, where Christ being God the ...",,New,26_05_2022-03_07_37-opus technology-partho.csv
artificial intelligence_to_Superintelligence: now unicon company #onpassive,https://www.youtube.com/watch?v=qZJTAAkulbY,"{'channel_name': 'Ai Technology Tv Channel', 'channel_link': 'https://www.youtube.com/channel/UCkCq55S42QA0ZcmBDgILxAQ'}",19 views,17 hours ago,https://www.onpassive.com/?reg=WzElKC4gkb%252BLefLfLtMXnQ%3D%3D Founder registration link  ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
"exclusif🚨denis lessie na mosaka,joss,marc house na baby ndombe ba pété grave bolanda epa mamie ilela",https://www.youtube.com/watch?v=gxh0J7desfA,"{'channel_name': 'Denis Lessie Tv Officiel', 'channel_link': 'https://www.youtube.com/channel/UCZLCCq6aizbe4iq-YzRyk8g'}",8.7K views,3 days ago,7:56 Libérer l'espace avant ma belle aux normes sans qu'aucun cas n'a pas tous maillots est lourd mais technology manu à la fois la ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
Better than Butter | LINUX Unplugged 459,https://www.youtube.com/watch?v=2POzJlYoVIY,"{'channel_name': 'Jupiter Broadcasting', 'channel_link': 'https://www.youtube.com/c/JupiterBroadcasting'}",521 views,3 days ago,"We take a sneak peek at some future tech coming to Linux, and share details on HP's new laptop that runs POP! Chapters ...",True,New,26_05_2022-03_07_37-opus technology-partho.csv
An introduction to OPC UA open platform communication unified architecture,https://www.youtube.com/watch?v=rd52ewG88B8,"{'channel_name': 'Lesman Instrument Company', 'channel_link': 'https://www.youtube.com/c/Lesman'}",36K views,5 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
The Flare Of Anger| Vighnaharta Ganesh - Ep 268 | Full Episode | 19 May 2022,https://www.youtube.com/watch?v=ghIWrqxPJuI,"{'channel_name': 'Sony PAL', 'channel_link': 'https://www.youtube.com/user/sonypalindia'}",20K views,6 days ago,Episode 268: The Flare Of Anger ----------------------------------------------- As the two avatars of Ganesh search to find the source of the ...,True,New,26_05_2022-03_07_37-opus technology-partho.csv
সিরাজগঞ্জ আওয়ামী লীগে বিভক্তি | News | Ekattor TV,https://www.youtube.com/watch?v=VmVRLQoiqnE,"{'channel_name': 'Ekattor TV', 'channel_link': 'https://www.youtube.com/c/EkattorTelevision'}",3.9K views,8 days ago,সিরাজগঞ্জ আওয়ামী লীগে বিভক্তি #Sirajganj #Belkuchi #Awamileague #News #Ekattor_TV ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
